X	C(X)	Mean of Collatz up to X
682	13	56.3651026392962
683	39	56.3396778916545
684	127	56.4429824561403
685	127	56.5459854014599
686	127	56.6486880466472
687	39	56.6229985443959
688	34	56.5901162790698
689	127	56.6923076923077
690	127	56.7942028985507
691	127	56.8958031837916
692	34	56.8627167630058
693	34	56.8297258297258
694	127	56.9308357348703
695	127	57.031654676259
696	34	56.9985632183908
697	127	57.0989956958393
698	34	57.0659025787966
699	65	57.0772532188841
700	83	57.1142857142857
701	83	57.151212553495
702	83	57.1880341880342
703	171	57.3499288762447
704	21	57.2982954545455
705	34	57.2652482269504
706	127	57.3640226628895
707	127	57.4625176803395
708	34	57.4293785310734
709	34	57.3963328631876
710	34	57.3633802816901
711	65	57.3741209563994
712	34	57.3412921348315
713	26	57.2973352033661
714	34	57.2647058823529
715	26	57.220979020979
716	34	57.1885474860335
717	34	57.1562064156206
718	52	57.1490250696379
719	52	57.1418636995828
720	21	57.0916666666667
721	47	57.0776699029126
722	47	57.0637119113573
723	47	57.0497925311203
724	21	57
725	21	56.9503448275862
726	47	56.9366391184573
727	47	56.9229711141678
728	96	56.9766483516484
729	34	56.9451303155007
730	96	56.9986301369863
731	140	57.1121751025992
732	96	57.1653005464481
733	96	57.2182810368349
734	47	57.2043596730245
735	47	57.1904761904762
736	21	57.1413043478261
737	140	57.2537313432836
738	21	57.2046070460705
739	21	57.1556156968877
740	47	57.1418918918919
741	47	57.1282051282051
742	47	57.1145552560647
743	96	57.1668909825034
744	21	57.1182795698925
745	91	57.1637583892617
746	21	57.1152815013405
747	47	57.1017402945114
748	47	57.0882352941176
749	47	57.0747663551402
750	47	57.0613333333333
751	140	57.1717709720373
752	109	57.2406914893617
753	21	57.1925630810093
754	65	57.2029177718833
755	65	57.2132450331126
756	109	57.281746031746
757	109	57.3500660501982
758	60	57.353562005277
759	60	57.3570487483531
760	109	57.425
761	34	57.3942181340342
762	109	57.4619422572178
763	153	57.5871559633027
764	47	57.5732984293194
765	47	57.559477124183
766	47	57.5456919060052
767	60	57.5488917861799
768	16	57.4947916666667
769	34	57.4642392717815
770	34	57.4337662337662
771	34	57.4033722438392
772	122	57.4870466321244
773	122	57.5705045278137
774	122	57.6537467700258
775	153	57.7767741935484
776	122	57.8595360824742
777	34	57.8288288288288
778	122	57.9113110539846
779	60	57.9139922978177
780	122	57.9961538461538
781	122	58.078104993598
782	122	58.1598465473146
783	122	58.2413793103448
784	29	58.2040816326531
785	122	58.2853503184713
786	60	58.2875318066158
787	60	58.289707750953
788	29	58.252538071066
789	29	58.2154626108999
790	78	58.2405063291139
791	78	58.2654867256637
792	29	58.2285353535354
793	78	58.2534678436318
794	29	58.2166246851385
795	104	58.274213836478
796	122	58.3542713567839
797	122	58.4341279799247
798	122	58.5137844611529
799	73	58.531914893617
800	29	58.495
801	60	58.4968789013733
802	21	58.4501246882793
803	21	58.4034869240349
804	21	58.3569651741293
805	21	58.3105590062112
806	21	58.2642679900744
807	73	58.2825278810409
808	29	58.2462871287129
809	47	58.2323856613103
810	29	58.1962962962963
811	135	58.2909987669544
812	42	58.2709359605911
813	42	58.2509225092251
814	42	58.2309582309582
815	135	58.3251533742331
816	29	58.2892156862745
817	42	58.2692778457772
818	42	58.2493887530562
819	42	58.2295482295482
820	29	58.1939024390244
821	29	58.1583434835566
822	135	58.2518248175182
823	135	58.3450789793439
824	91	58.3847087378641
825	135	58.4775757575758
826	91	58.5169491525424
827	42	58.496977025393
828	91	58.536231884058
829	91	58.5753920386007
830	135	58.6674698795181
831	135	58.7593261131167
832	16	58.7079326923077
833	29	58.672268907563
834	135	58.7637889688249
835	135	58.8550898203593
836	42	58.8349282296651
837	42	58.8148148148148
838	42	58.7947494033413
839	86	58.8271752085816
840	42	58.8071428571429
841	42	58.7871581450654
842	42	58.7672209026128
843	42	58.7473309608541
844	42	58.7274881516588
845	42	58.7076923076923
846	34	58.6784869976359
847	34	58.6493506493507
848	16	58.5990566037736
849	60	58.6007067137809
850	60	58.6023529411765
851	60	58.6039952996475
852	16	58.5539906103286
853	16	58.5041031652989
854	55	58.5
855	55	58.4959064327485
856	104	58.5490654205607
857	29	58.514585764294
858	104	58.5675990675991
859	148	58.6717112922002
860	104	58.7244186046512
861	104	58.7770034843206
862	42	58.7575406032483
863	42	58.7381228273465
864	117	58.8055555555556
865	148	58.9086705202312
866	29	58.8741339491917
867	29	58.8396770472895
868	29	58.8052995391705
869	29	58.771001150748
870	29	58.7367816091954
871	179	58.8748564867968
872	117	58.9415137614679
873	148	59.0435280641466
874	117	59.1098398169336
875	29	59.0754285714286
876	55	59.0707762557078
877	55	59.0661345496009
878	55	59.0615034168565
879	148	59.1626848691695
880	117	59.2284090909091
881	117	59.2939841089671
882	29	59.2596371882086
883	29	59.2253680634202
884	117	59.2907239819005
885	117	59.3559322033898
886	55	59.3510158013544
887	55	59.3461104847802
888	73	59.3614864864865
889	148	59.4611923509561
890	73	59.476404494382
891	47	59.4624017957351
892	73	59.4775784753363
893	73	59.4927211646137
894	99	59.5369127516779
895	99	59.5810055865922
896	24	59.5412946428571
897	68	59.5507246376812
898	117	59.6146993318486
899	117	59.678531701891
900	55	59.6733333333333
901	55	59.6681465038846
902	55	59.6629711751663
903	117	59.7264673311185
904	16	59.6780973451327
905	68	59.6872928176796
906	16	59.6390728476821
907	55	59.6339581036384
908	16	59.5859030837004
909	16	59.5379537953795
910	42	59.5186813186813
911	42	59.4994511525796
912	37	59.4747807017544
913	130	59.552026286966
914	130	59.629102844639
915	130	59.7060109289617
916	37	59.6812227074236
917	37	59.6564885496183
918	130	59.7331154684096
919	130	59.8095756256801
920	37	59.7847826086957
921	130	59.8610206297503
922	37	59.8362255965293
923	68	59.8450704225352
924	130	59.9209956709957
925	130	59.9967567567568
926	130	60.0723542116631
927	117	60.133764832794
928	24	60.0948275862069
929	130	60.1700753498385
930	37	60.1451612903226
931	37	60.1203007518797
932	86	60.1480686695279
933	86	60.1757770632369
934	86	60.203426124197
935	130	60.2780748663102
936	24	60.2393162393162
937	174	60.3607257203842
938	24	60.3219616204691
939	86	60.3493077742279
940	130	60.4234042553191
941	130	60.4973432518597
942	130	60.5711252653928
943	37	60.5461293743372
944	37	60.521186440678
945	37	60.4962962962963
946	37	60.4714587737844
947	37	60.4466737064414
948	37	60.42194092827
949	37	60.3972602739726
950	29	60.3642105263158
951	29	60.3312302839117
952	37	60.3067226890756
953	29	60.2738719832109
954	37	60.2494758909853
955	29	60.2167539267016
956	55	60.2112970711297
957	55	60.2058516196447
958	55	60.2004175365344
959	130	60.2732012513034
960	24	60.2354166666667
961	50	60.2247658688866
962	50	60.2141372141372
963	50	60.2035306334372
964	24	60.1659751037344
965	24	60.1284974093264
966	24	60.0910973084886
967	143	60.17683557394
968	99	60.2169421487603
969	50	60.2063983488132
970	99	60.2463917525773
971	37	60.2224510813594
972	99	60.2623456790123
973	99	60.3021582733813
974	143	60.3870636550308
975	143	60.4717948717949
976	24	60.4344262295082
977	99	60.4738996929376
978	50	60.4631901840491
979	50	60.4525025536261
980	24	60.415306122449
981	24	60.3781855249745
982	143	60.4623217922607
983	143	60.5462868769074
984	50	60.5355691056911
985	24	60.4984771573604
986	50	60.4878296146045
987	37	60.4640324214792
988	50	60.4534412955466
989	50	60.4428715874621
990	99	60.4818181818182
991	99	60.5206861755802
992	112	60.5725806451613
993	94	60.6062437059416
994	24	60.569416498994
995	24	60.5326633165829
996	50	60.5220883534137
997	50	60.5115346038114
998	50	60.501002004008
999	50	60.4904904904905
1000	112	60.542
